"Accession"	"Gene"	"Description"	"Class"	"Reference"
"VFG043012(gi:15596653)"	"cheY"	"two-component_response_regulator_CheY_"	"Deoxyhexose_linking_sugar,_209_Da_capping_structure_(AI138)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG017645(gi:523912965)"	"eis"	"hypothetical_protein_"	"Enhanced_intracellular_survival_protein_(CVF297)_"	"Mycobacterium_yongonense_05-1390"
"VFG042571(gi:62255470)"	"ldaC"	"LdaC_"	"locus_for_diffuse_adherence_(lda),_afimbrial_adhesin_(AI044)_"	"Escherichia_coli"
"VFG035526(gi:386612381)"	"aec29"	"hypothetical_protein_"	"ACE_T6SS_(CVF736)_"	"Escherichia_coli_UMNK88"
"VFG006048(gi:116628171)"	"STER_1432"	"Lipopolysaccharide_biosynthesis_protein_"	"Capsule_(CVF186)_"	"Streptococcus_thermophilus_LMD-9"
"VFG004752(gi:27469321)"	"geh"	"glycerol_ester_hydrolase_"	"Lipase_(CVF091)_"	"Staphylococcus_epidermidis_ATCC_12228"
"VFG043083(gi:15801199)"	"flgK"	"flagellar_hook-associated_protein_FlgK_"	"peritrichous_flagella_(AI140)_"	"Escherichia_coli_O157:H7_str._EDL933"
"VFG023453(gi:183982672)"	"eccCb5"	"FtsK/SpoIIIE_family_protein_"	"ESX-5_(T7SS)(CVF293)_"	"Mycobacterium_marinum_M"
"VFG001840(gb|YP_094496)"	"icmG/dotF"	"Dot/Icm_type_IV_secretion_system_core_complex_protein_IcmG/DotF_"	"Dot/Icm_(VF0156)_"	"Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1"
"VFG015367(gi:28870059)"	"PSPTO_2877"	"hypothetical_protein_"	"Hcp_secretion_island-1_encoded_type_VI_secretion_system_(H-T6SS)(CVF535)_"	"Pseudomonas_syringae_pv._tomato_str._DC3000"
"VFG012073(gi:15792451)"	"pglB"	"putative_integral_membrane_protein_(possible_oligosaccharyl_transferase"	"ND"	"ND"
"VFG042980(gi:30020636)"	"bcpA"	"collagen_adhesion_protein_"	"Bcp_pili_(AI128)_"	"Bacillus_cereus_ATCC_14579"
"VFG030671(gi:15608378)"	"sugC"	"Probable_sugar-transport_ATP-binding_protein_ABC_transporter_SugC_"	"Trehalose-recycling_ABC_transporter_(CVF651)_"	"Mycobacterium_tuberculosis_H37Rv"
"VFG044117(gi:33593439)"	"alcA"	"alcaligin_biosynthesis_enzyme_"	"alcaligin_(IA010)_"	"Bordetella_pertussis_Tohama_I"
"VFG001257(gb|NP_250135)"	"fliN"	"flagellar_motor_switch_protein_FliN_"	"Flagella_(VF0273)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG044180(gi:28901514)"	"pvsB"	"hypothetical_protein_"	"vibrioferrin_(IA038)_"	"Vibrio_parahaemolyticus_RIMD_2210633"
"VFG042364(gi:3288154)"	"hbp"	"haemoglobin_protease_"	"Hbp_(hemoglobin-binding_protease)(SS074)_"	"Escherichia_coli_O8:K43_EB1"
"VFG001294(gb|NP_645747)"	"sspC"	"Staphostatin_B_"	"Staphopain_(VF0006)_"	"Staphylococcus_aureus_subsp._aureus_MW2"
"VFG019988(gi:229593375)"	"ppkA"	"putative_serine/threonine_protein_kinase_"	"Hcp_secretion_island-1_encoded_type_VI_secretion_system_(H-T6SS)(CVF535)_"	"Pseudomonas_fluorescens_SBW25"
"VFG012081(gi:15792453)"	"pglI"	"putative_glycosyltransferase_"	"N-linked_protein_glycosylation_(CVF400)_"	"Campylobacter_jejuni_subsp._jejuni_NCTC_11168"
"VFG024169(gi:315442612)"	"phoR"	"signal_transduction_histidine_kinase_"	"PhoP/R_(CVF331)_"	"Mycobacterium_gilvum_Spyr1"
"VFG041091(gi:16763649)"	"sciB"	"cytoplasmic_protein_"	"SCI_(Salmonella_centrisome_island)(SS176)_"	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2"
"VFG043043(gi:16765264)"	"motB"	"flagellar_motor_protein_MotB_"	"peritrichous_flagella_(AI139)_"	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2"
"VFG034100(gi:386619566)"	"irp2"	"putative_peptide_synthetase_"	"Yersiniabactin_siderophore_(CVF458)_"	"Escherichia_coli_NA114"
"VFG010779(gi:52841486)"	"virB4"	"LvhB4_"	"Lvh_T4SSA_(SS048)_"	"Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1"
"VFG014955(gi:71733724)"	"mucD"	"S1C_(protease_Do"	"ND"	"ND"
"VFG010022(gi:15607731)"	"mce2C"	"MCE-FAMILY_PROTEIN_MCE2C_"	"Mce2_(CVF337)_"	"Mycobacterium_tuberculosis_H37Rv"
"VFG049899(gb|YP_309253.1)"	"tssA"	"Type_VI_secretion_system_protein_TssA_"	"T6SS_(VF0579)_"	"Shigella_sonnei_Ss046"
"VFG004570(gi:57866944)"	"ebp"	"elastin_binding_protein,_putative_"	"Elastin_binding_protein_(CVF103)_"	"Staphylococcus_epidermidis_RP62A"
"VFG048966"	"KOX_25215"	"putative_acid_phosphatase_"	"Capsule_(CVF854)_"	"Klebsiella_oxytoca_KCTC_1686"
"VFG023561(gi:120401442)"	"esxG"	"hypothetical_protein_"	"ESX-3_(T7SS)(CVF635)_"	"Mycobacterium_vanbaalenii_PYR-1"
"VFG037987(gi:184156400)"	"ACICU_00080"	"sialic_acid_synthase_"	"Capsule_(VF0465)_"	"Acinetobacter_baumannii_ACICU"
"VFG016309(gi:49481245)"	"galE"	"UDP-glucose_4-epimerase_"	"Polysaccharide_capsule_(CVF567)_"	"Bacillus_thuringiensis_serovar_konkukian_str._97-27"
"VFG000575(gb|NP_462663)"	"mgtC"	"Mg2+_transport_protein_"	"MgtBC_(VF0106)_"	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2"
"VFG043429(gi:42780856)"	"fliM"	"flagellar_motor_switch_protein_FliM_"	"peritrichous_flagella_(AI153)_"	"Bacillus_cereus_ATCC_10987"
"VFG012231(gi:110644644)"	"papJ"	"protein_PapJ_precursor_"	"P_fimbriae_(CVF425)_"	"Escherichia_coli_536"
"VFG005941(gi:76787453)"	"cpsI"	"capsular_polysaccharide_biosythesis_protein_CpsI_"	"Capsule_(CVF186)_"	"Streptococcus_agalactiae_A909"
"VFG031960(gi:347549024)"	"lap"	"putative_alcohol-acetaldehyde_dehydrogenase_"	"Listeria_adhesion_protein_(CVF228)_"	"Listeria_ivanovii_subsp._ivanovii_PAM_55"
"VFG015424(gi:146307343)"	"Pmen_2318"	"protein_of_unknown_function_DUF876_"	"Hcp_secretion_island-1_encoded_type_VI_secretion_system_(H-T6SS)(CVF535)_"	"Pseudomonas_mendocina_ymp"
"VFG013835(gi:152988867)"	"pilM"	"type_4_fimbrial_biogenesis_protein_PilM_"	"Type_IV_pili_biosynthesis_(CVF518)_"	"Pseudomonas_aeruginosa_PA7"
"VFG021822(gi:120402942)"	"fadD33"	"long-chain-fatty-acid--acyl-carrier-protein_ligase_"	"Mycobactin_(CVF315)_"	"Mycobacterium_vanbaalenii_PYR-1]"
"VFG012591(gi:15804043)"	"chuS"	"putative_heme/hemoglobin_transport_protein_"	"Chu_(VF0234)_"	"Escherichia_coli_O157:H7_str._EDL933"
"VFG018487(gi:161503513)"	"ssrA"	"hypothetical_protein_"	"TTSS_(SPI-2_encode)(CVF032)_"	"Salmonella_enterica_subsp._arizonae_serovar_62:z4,z23:--_str._RSK2980"
"VFG006031(gi:55821120)"	"epsE"	"exopolysaccharide_biosynthesis_protein,_glycosyl-1-phosphate_transferase_"	"Capsule_(CVF186)_"	"Streptococcus_thermophilus_LMG_18311"
"VFG009609(gi:145222745)"	"narH"	"nitrate_reductase,_beta_subunit_"	"Nitrate_reductase_(CVF318)_"	"Mycobacterium_gilvum_PYR-GCK"
"VFG026102(gi:206561567)"	"wcbQ"	"putative_capsular_polysaccharide_biosynthesis_sulfatase_membrane_protein_"	"Capsule_I_(CVF645)_"	"Burkholderia_cenocepacia_J2315"
"VFG013724(gi:68536378)"	"ciuB"	"putative_iron_ABC_transport_system,_permease_protein_"	"Ciu_iron_uptake_and_siderophore_biosynthesis_system_(CVF515)_"	"Corynebacterium_jeikeium_K411"
"VFG001226(gb|NP_249100)"	"pilH"	"twitching_motility_protein_PilH_"	"Type_IV_pili_(VF0082)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG048491"	"entF"	"enterobactin_synthase_subunit_F_"	"Ent_siderophore_(CVF849)_"	"Klebsiella_oxytoca_KCTC_1686"
"VFG009069(gi:433625598)"	"cmaA2"	"ND"	"Mycolic_acid_trans-cyclopropane_synthetase_(CVF286)_"	"Mycobacterium_canettii_CIPT_140060008"
"VFG000802(gb|NP_290258)"	"escD"	"Type_III_secretion_system_outer_MS_ring_protein_EscD_"	"TTSS_(VF0191)_"	"Escherichia_coli_O157:H7_str._EDL933"
"VFG049186"	"KPK_0947"	"hypothetical_protein_"	"T6SS-II_(CVF861)_"	"Klebsiella_pneumoniae_342"
"VFG014973(gi:77461709)"	"algR"	"Transcriptional_Regulator,_LytR/AlgR_family_"	"Alginate_regulation_(CVF523)_"	"Pseudomonas_fluorescens_Pf0-1"
"VFG049162(gb|YP_006635488.1)"	"clbP"	"precolibactin_peptidase_ClbP_"	"Colibactin_(VF0573)_"	"Klebsiella_pneumoniae_subsp._pneumoniae_1084"
"VFG016372(gi:30023297)"	"BC5265"	"membrane-bound_transcriptional_regulator_LytR_"	"Polysaccharide_capsule_(CVF567)_"	"Bacillus_cereus_ATCC_14579"
"VFG015524(gi:15597096)"	"phzA2"	"probable_phenazine_biosynthesis_protein_"	"Phenazines_biosynthesis_(CVF536)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG041015(gi:15596854)"	"hsiB2"	"hypothetical_protein_"	"HSI-2_(SS179)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG012286(gi:15834528)"	"fimI"	"FimI_"	"Type_I_fimbriae_(CVF426)_"	"Escherichia_coli_O157:H7_str._Sakai"
"VFG031118(gi:433631219)"	"pafA"	"Proteasome_accessory_factor_A_PafA_"	"Proteasome-associated_proteins_(CVF656)_"	"Mycobacterium_canettii_CIPT_140070010"
"VFG019894(gi:229588527)"	"algG"	"poly(beta-D-mannuronate"	"ND"	"ND"
"VFG010198(gi:120405347)"	"mce3F"	"virulence_factor_Mce_family_protein_"	"Mce3_(CVF338)_"	"Mycobacterium_vanbaalenii_PYR-1"
"VFG000498(gb|NP_460362)"	"sseA"	"chaperone_for_sseB_and_sseD_"	"TTSS(SPI-2_encode)(VF0321)_"	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2"
"VFG040963(gi:206579617)"	"pulG"	"pullulanase_secretion_protein_PulG_"	"pul_(SS215)_"	"Klebsiella_pneumoniae_342"
"VFG042600(gi:123441775)"	"myfF"	"hypothetical_protein_"	"Mucoid_Yersinia_factor,_Myf_fimbriae_(AI049)_"	"Yersinia_enterocolitica_subsp._enterocolitica_8081"
"VFG024164(gi:406028934)"	"phoP"	"response_regulator_mprA_"	"PhoP/R_(CVF331)_"	"Mycobacterium_indicus_pranii_MTCC_9506"
"VFG046099"	"flu1"	"antigen_43_(Ag43"	"ND"	"ND"
"VFG042286(gi:46398277)"	"ascF"	"AscF_"	"T3SS_(SS032)_"	"Aeromonas_hydrophila_str._AH3"
"VFG022076(gi:145220930)"	"PE5"	"PE_domain-containing_protein_"	"ESX-3_(T7SS)(CVF635)_"	"Mycobacterium_gilvum_PYR-GCK"
"VFG010884(gi:54293836)"	"ccmF"	"cytochrome_C-type_biogenesis_protein_CcmF_"	"Cytochrome_c_maturation_(ccm"	"ND"
"VFG010006(gi:120401162)"	"mce2A"	"virulence_factor_Mce_family_protein_"	"Mce2_(CVF337)_"	"Mycobacterium_vanbaalenii_PYR-1"
"VFG012503(gi:91210148)"	"iroE"	"IroE_protein_"	"Salmochelin_siderophore_(CVF456)_"	"Escherichia_coli_UTI89"
"VFG038564(gi:507519913)"	"mshP"	"MSHA_biogenesis_protein_MshP_"	"MSHA_type_IV_pili_(VF0477)_"	"Aeromonas_hydrophila_ML09-119"
"VFG017872(gi:153930695)"	"YpsIP31758_B0110"	"type_IV_secretion_system_protein_DotB_"	"icm/dot_type_IVB_locus_(CVF621)_"	"Yersinia_pseudotuberculosis_IP_31758"
"VFG029763(gi:15828376)"	"fadE5"	"acyl-CoA_dehydrogenase_"	"GPL_locus_(CVF650)_"	"Mycobacterium_leprae_TN"
"VFG025424(gi:107021595)"	"fliP"	"flagellar_biosynthesis_protein_FliP_"	"Flagella_(CVF643)_"	"Burkholderia_cenocepacia_AU_1054"
"VFG017867(gi:153930725)"	"YpsIP31758_B0105"	"hypothetical_protein_"	"icm/dot_type_IVB_locus_(CVF621)_"	"Yersinia_pseudotuberculosis_IP_31758"
"VFG008678(gi:523914455)"	"ddrA"	"drrA_"	"PDIM_(phthiocerol_dimycocerosate"	"ND"
"VFG023920(gi:379763716)"	"sapM"	"hypothetical_protein_"	"Lipid_phosphatase_(CVF301)_"	"Mycobacterium_intracellulare_MOTT-64"
"VFG015745(gi:170720071)"	"algE"	"outer_membrane_protein_AlgE_"	"Alginate_biosynthesis_(CVF522)_"	"Pseudomonas_putida_W619"
"VFG033805(gb|YP_003498587)"	"nleD"	"Type_III_secretion_system_effector_NleD_"	"NleD_(VF0342)_"	"Escherichia_coli_O55:H7_str._CB9615"
"VFG013745(gi:145294652)"	"fagA"	"hypothetical_protein_"	"ABC_transporter_(CVF516)_"	"Corynebacterium_glutamicum_R"
"VFG045812"	"EC958_3105"	"hypothetical_protein_"	"SCI-I_T6SS_(CVF734)_"	"Escherichia_coli_O25b:H4-ST131"
"VFG037857(gi:523525384)"	"BJAB0868_00088"	"ATPases_involved_in_chromosome_partitioning_"	"Capsule_(CVF775)_"	"Acinetobacter_baumannii_BJAB0868"
"VFG043227(gi:218927909)"	"flgB"	"flagellar_basal_body_rod_protein_FlgB_"	"lateral_flagella_(AI146)_"	"Yersinia_pestis_CO92"
"VFG008091(gi:433632696)"	"panC"	"Pantoate-beta-alanine_ligase_PanC_(Pantothenate_synthetase)(Pantoate_Activating_Enzyme"	"ND"	"ND"
"VFG040978(gi:17547827)"	"gspI"	"general_secretory_pathway_I_transmembrane_protein_"	"gsp_(SS217)_"	"Ralstonia_solanacearum_GMI1000"
"VFG038813(gi:145298487)"	"cheR-3"	"chemotaxis_methyltransferase_CheR_"	"Polar_flagella_(CVF786)_"	"Aeromonas_salmonicida_subsp._salmonicida_A449"
"VFG012112(gi:150016475)"	"fbp"	"Fibronectin-binding_A_domain_protein_"	"Fibronectin-binding_protein_(CVF404)_"	"Clostridium_beijerinckii_NCIMB_8052"
"VFG007629(gi:27364230)"	"wzc"	"Putative_tyrosine-protein_kinase_Wzc_"	"Capsular_polysaccharide_(CVF282)_"	"Vibrio_vulnificus_CMCP6"
"VFG048671"	"KPK_3065"	"OmpA_domain-containing_protein_"	"T6SS-I_(CVF853)_"	"Klebsiella_pneumoniae_342"
"VFG023113(gi:333988778)"	"mce5C"	"Mce_family_protein_Mce5C_"	"Mce5_(CVF340)_"	"Mycobacterium_sp._JDM601"
"VFG003528(gi:123443736)"	"ysaE"	"AraC_family_regulatory_protein_"	"Ysa_T3SS_(SS018)_"	"Yersinia_enterocolitica_subsp._enterocolitica_8081"
"VFG014967(gi:66043334)"	"algR"	"Response_regulator_receiver:LytTr_DNA-binding_region_"	"Alginate_regulation_(CVF523)_"	"Pseudomonas_syringae_pv._syringae_B728a"
"VFG012991(gi:82775873)"	"entC"	"isochorismate_hydroxymutase_2_"	"Enterobactin_synthesis_(CVF477)_"	"Shigella_dysenteriae_Sd197"
"VFG038481(gi:145297759)"	"tppB"	"type_IV_pilus_assembly_protein_"	"Tap_type_IV_pili_(CVF783)_"	"Aeromonas_salmonicida_subsp._salmonicida_A449"
"VFG049070"	"N559_1771"	"kinase_"	"LPS_rfb_locus_(CVF857)_"	"Klebsiella_pneumoniae_JM45"
"VFG014049(gi:148550065)"	"pilJ"	"methyl-accepting_chemotaxis_sensory_transducer_"	"Type_IV_pili_twitching_motility_related_proteins_(CVF519)_"	"Pseudomonas_putida_F1"
"VFG001280(gb|NP_645334)"	"sdrD"	"Ser-Asp_rich_fibrinogen-binding_bone_sialoprotein-binding_protein_"	"SDr_(VF0019)_"	"Staphylococcus_aureus_subsp._aureus_MW2"
"VFG009547(gi:118468444)"	"mbtA"	"2,3-dihydroxybenzoate-AMP_ligase_"	"Mycobactin_(CVF315)_"	"Mycobacterium_smegmatis_str._MC2_155"
"VFG033472(gi:260845685)"	"espA"	"translocon_EspA_"	"LEE_locus_encoded_TTSS_(CVF431)_"	"Escherichia_coli_O103:H2_str._12009"
"VFG044002(gi:187933202)"	"CLL_A2808"	"tetanolysin_O_"	"botulinolysin_B_(BLYb)(TX413)_"	"Clostridium_botulinum_B_str._Eklund_17B"
"VFG010324(gi:120401979)"	"mce5F"	"Mammalian_cell_entry_related_domain_protein_"	"Mce5_(CVF340)_"	"Mycobacterium_vanbaalenii_PYR-1"
"VFG014189(gi:116049009)"	"flgE"	"flagellar_hook_protein_FlgE_"	"Flagella_(CVF521)_"	"Pseudomonas_aeruginosa_UCBPP-PA14"
"VFG012772(gi:82524476)"	"ospC2"	"OspC2_"	"Mxi-Spa_TTSS_effectors_controlled_by_VirB_(CVF463)_"	"Shigella_dysenteriae_Sd197"
"VFG038025(gi:384141332)"	"ABZJ_00086"	"IS4_family_transposase_ORF_2_"	"Capsule_(CVF775)_"	"Acinetobacter_baumannii_MDR-ZJ06"
"VFG005214(gi:76787972)"	"fbsB"	"fibrinogen-binding_protein_"	"Fibronectin-binding_proteins_(CVF113)_"	"Streptococcus_agalactiae_A909"
"VFG013820(gi:146281354)"	"pilE"	"type_4_fimbrial_biogenesis_protein_PilE_"	"Type_IV_pili_biosynthesis_(CVF518)_"	"Pseudomonas_stutzeri_A1501"
"VFG043397(gb|YP_002344176)"	"flgA"	"flagellar_basal_body_P-ring_biosynthesis_protein_FlgA_"	"Pse5Ac7Ac,_Pse5Ac7Am,_Pse8OAc,_Pse5Am7AcGlnAc_(AI151)_"	"Campylobacter_jejuni_subsp._jejuni_NCTC_11168"
"VFG031345(gi:523916353)"	"mmpL11"	"mmpL11_protein_"	"Heme_uptake_(CVF668)_"	"Mycobacterium_yongonense_05-1390"
"VFG045489(gb|YP_094311)"	"lpg0257"	"Dot/Icm_type_IV_secretion_system_effector_"	"Dot/Icm_(VF0156)_"	"Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1"
"VFG031083(gi:523916357)"	"zmp1"	"peptidase_family_protein_M13_"	"Zn++_metallophrotease_(CVF655)_"	"Mycobacterium_yongonense_05-1390"
"VFG033335(gi:410482685)"	"fimG"	"fimbrial-like_adhesin_protein_"	"Type_I_fimbriae_(CVF426)_"	"Escherichia_coli_O104:H4_str._2009EL-2050"
"VFG026415(gi:507420863)"	"glnA1"	"glutamine_synthetase,_type_I_"	"Glutamine_synthesis_(CVF311)_"	"Mycobacterium_abscessus_subsp._bolletii_50594"
"VFG003087(gi:45478719)"	"pla"	"plasminogen_activator_"	"Pla_(CVF044)_"	"Yersinia_pestis_biovar_Microtus_str._91001"
"VFG016091(gi:104780962)"	"pvdY"	"siderophore_biosynthesis_protein_"	"Pyoverdine_(CVF551)_"	"Pseudomonas_entomophila_L48"
"VFG018045(gi:157414830)"	"fliS"	"flagellar_protein_"	"Flagella_(CVF397)_"	"Campylobacter_jejuni_subsp._jejuni_81116"
"VFG030944(gi:118619290)"	"fadE28"	"acyl-CoA_dehydrogenase_FadE28_"	"FadE28_(CVF653)_"	"Mycobacterium_ulcerans_Agy99"
"VFG038264(gb|YP_858234)"	"exeB"	"general_secretion_pathway_protein_B_"	"exe_(SS209)_"	"Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966"
"VFG006947(gi:27364821)"	"mshL"	"Type_II_secretory_pathway,_component_PulD_"	"Mannose-sensitive_hemagglutinin_(Msh)A_type_IV_pilus)(CVF259)_"	"Vibrio_parahaemolyticus_RIMD_2210633"
"VFG002358(gb|YP_001006783)"	"flhC"	"flagellar_biosynthesis_transcription_activator_FlhC_"	"Flagella_(VF0394)_"	"Yersinia_enterocolitica_subsp._enterocolitica_8081"
"VFG041854(gi:34498077)"	"cpaR"	"surface_presentation_of_antigens_secretory_protein_"	"Cpi-1a_+_Cpi-1_(SPI-1_like)(SS016)_"	"Chromobacterium_violaceum_ATCC_12472"
"VFG011801(gi:118475208)"	"gmhA"	"phosphoheptose_isomerase_"	"LOS_(CVF396)_"	"Campylobacter_fetus_subsp._fetus_82-40"
"VFG007288(gi:28897564)"	"flaC"	"flagellin_"	"Flagella_(CVF281)_"	"Vibrio_parahaemolyticus_RIMD_2210633"
"VFG048636"	"KOX_22530"	"type_VI_secretion_protein_EvpB_"	"T6SS-I_(CVF853)_"	"Klebsiella_oxytoca_KCTC_1686"
"VFG047082(gb|YP_170391.1)"	"wbtJ"	"formyltransferase_"	"LPS_(VF0542)_"	"Francisella_tularensis_subsp._tularensis_SCHU_S4"
"VFG007376(gb|NP_231834)"	"flgA"	"flagellar_basal_body_P-ring_biosynthesis_protein_"	"Flagella_(VF0519)_"	"Vibrio_cholerae_O1_biovar_El_Tor_str._N16961"
"VFG042810(gi:26000716)"	"tadB"	"TadB_"	"fimbrial_low-molecular-weight_protein_(Flp)"	"ND"
"VFG041601(gi:269138213)"	"esaJ"	"putative_type_III_secretion_system_apparatus_lipoprotein_"	"T3SS_(SS025)_"	"Edwardsiella_tarda_EIB202"
"VFG031312(gi:169631603)"	"mmpL11"	"Putative_membrane_protein,_MmpL_"	"Heme_uptake_(CVF668)_"	"Mycobacterium_abscessus_ATCC_19977"
"VFG002026(gb|NP_282296)"	"gmhA"	"phosphoheptose_isomerase_"	"LOS_(VF0326)_"	"Campylobacter_jejuni_subsp._jejuni_NCTC_11168"
"VFG041605(gi:269138217)"	"esrC"	"putative_transcriptional_regulator_EsrC_"	"T3SS_(SS025)_"	"Edwardsiella_tarda_EIB202"
"VFG015366(gi:116053792)"	"PA14_00830"	"hypothetical_protein_"	"Hcp_secretion_island-1_encoded_type_VI_secretion_system_(H-T6SS)(CVF535)_"	"Pseudomonas_aeruginosa_UCBPP-PA14"
"VFG048513"	"fepA"	"outer_membrane_receptor_FepA_"	"Ent_siderophore_(CVF849)_"	"Klebsiella_pneumoniae_342"
"VFG030323(gi:479057051)"	"adhD"	"putative_ZINC-TYPE_ALCOHOL_DEHYDROGENASE_ADHD_(ALDEHYDE_REDUCTASE"	"ND"	"ND"
"VFG035982(gi:260866483)"	"ehaA"	"AidA-I_adhesin-like_protein_"	"EhaA,_AIDA-I_type_(CVF743)_"	"Escherichia_coli_O111:H-_str._11128"
"VFG035960(gi:386621289)"	"upaG/ehaG"	"hypothetical_protein_"	"UpaG_adhesin,_trimeric_AT_(CVF740)_"	"Escherichia_coli_NA114"
"VFG007909(gi:41407336)"	"ddrA"	"DrrA_"	"PDIM_(phthiocerol_dimycocerosate"	"ND"
"VFG008278(gi:126432667)"	"eccA1"	"AAA_ATPase,_central_domain_protein_"	"ESX-1_(T7SS)(CVF298)_"	"Mycobacterium_sp._JLS"
"VFG005063(gi:87161101)"	"cap5J"	"capsular_polysaccharide_biosynthesis_protein_Cap5J_"	"Capsule_(CVF110)_"	"Staphylococcus_aureus_subsp._aureus_USA300_FPR3757"
"VFG042703(gi:15599281)"	"cupB1"	"fimbrial_subunit_CupB1_"	"CupB_fimbriae_(AI086)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG012188(gi:148379423)"	"CBO1450"	"hemolysin_"	"Hemolysin_(CVF417)_"	"Clostridium_botulinum_A_str._ATCC_3502"
"VFG009467(gi:119869559)"	"mbtG"	"FAD_dependent_oxidoreductase_"	"Mycobactin_(CVF315)_"	"Mycobacterium_sp._KMS"
"VFG006606(gi:15611692)"	"fliP"	"flagellar_biosynthesis_protein_"	"Flagella_(CVF223)_"	"Helicobacter_pylori_J99"
"VFG045923"	"ycbT"	"fimbrial-like_adhesin_protein_"	"E.coli_laminin-binding_fimbriae_(ELF)(CVF824)_"	"Escherichia_coli_O103:H2_str._12009"
"VFG015666(gi:167034934)"	"fliC"	"flagellin_domain_protein_"	"Flagella_(CVF521)_"	"Pseudomonas_putida_GB-1"
"VFG016082(gi:148546861)"	"pvdS"	"RNA_polymerase,_sigma-24_subunit,_ECF_subfamily_"	"Pyoverdine_(CVF551)_"	"Pseudomonas_putida_F1"
"VFG009375(gi:118617555)"	"leuD"	"3-isopropylmalate_dehydratase_(small_subunit"	"ND"	"ND"
"VFG026534(gi:433631494)"	"mbtF"	"Peptide_synthetase_MbtF_(peptide_synthase"	"ND"	"ND"
"VFG015433(gi:116053801)"	"fha1"	"hypothetical_protein_"	"Hcp_secretion_island-1_encoded_type_VI_secretion_system_(H-T6SS)(CVF535)_"	"Pseudomonas_aeruginosa_UCBPP-PA14"
"VFG045916"	"elfG"	"putative_fimbrial-like_protein_ElfG_"	"E.coli_laminin-binding_fimbriae_(ELF)(CVF824)_"	"Escherichia_coli_VR50"
"VFG037736(gi:126642347)"	"adeH"	"RND_efflux_transporter_"	"AdeFGH_efflux_pump/transport_autoinducer_(CVF773)_"	"Acinetobacter_baumannii_ATCC_17978"
"VFG018061(gi:157415781)"	"plfA"	"paralyzed_flagella_protein_PflA_"	"Flagella_(CVF397)_"	"Campylobacter_jejuni_subsp._jejuni_81116"
"VFG005700(gi:139474473)"	"smeZ"	"mitogenic_exotoxin_Z_precursor_"	"Mitogenic_exotoxin_Z_(CVF165)_"	"Streptococcus_pyogenes_str._Manfredo"
"VFG035195(gi:157155408)"	"EcE24377A_3129"	"ClpA/ClpB_family_protein_"	"SCI-I_T6SS_(CVF734)_"	"Escherichia_coli_E24377A"
"VFG000250(gb|NP_275030)"	"porB"	"major_outer_membrane_protein_PIB_"	"Porin_(VF0081)_"	"Neisseria_meningitidis_MC58"
"VFG016131(gi:104781613)"	"pmsE"	"2,3-dihydroxybenzoate-AMP_ligase_"	"pseudomonine_(IA004)_"	"Pseudomonas_entomophila_L48"
"VFG026256(gi:116688794)"	"wcbC"	"polysaccharide_export_protein_"	"Capsule_I_(CVF645)_"	"Burkholderia_cenocepacia_HI2424"
"VFG002181(gb|NP_816132)"	"cpsJ"	"ABC_transporter,_ATP-binding_protein_"	"Capsule_(VF0361)_"	"Enterococcus_faecalis_V583"
"VFG048939"	"KPN_02507"	"glycosyltransferase_"	"Capsule_(CVF854)_"	"Klebsiella_pneumoniae_subsp._pneumoniae_MGH_78578"
"VFG012579(gi:117623375)"	"sitB"	"ABC_Mn+2/Fe+2_transporter,_ATPase_subunit_SitB_"	"Iron/manganese_transport_(CVF459)_"	"Escherichia_coli_APEC_O1"
"VFG014983(gi:146280917)"	"algZ"	"alginate_biosynthesis_protein_AlgZ/FimS_"	"Alginate_regulation_(CVF523)_"	"Pseudomonas_stutzeri_A1501"
"VFG038732(gi:145299590)"	"flaA"	"flagellin_A_"	"Polar_flagella_(CVF786)_"	"Aeromonas_salmonicida_subsp._salmonicida_A449"
"VFG005952(gi:116627842)"	"STER_1065"	"UDP-N-acetylglucosamine:LPS_N-acetylglucosamine_transferase_"	"Capsule_(CVF186)_"	"Streptococcus_thermophilus_LMD-9"
"VFG012313(gi:15804894)"	"fimG"	"fimbrial_morphology_"	"Type_I_fimbriae_(CVF426)_"	"Escherichia_coli_O157:H7_str._EDL933"
"VFG009859(gi:41407014)"	"mprA"	"hypothetical_protein_"	"MprA/B_(CVF333)_"	"Mycobacterium_avium_subsp._paratuberculosis_K-10"
"VFG037746(gi:213158295)"	"lpxM"	"lipid_A_biosynthesis_acyltransferase_"	"LPS_(CVF774)_"	"Acinetobacter_baumannii_AB0057"
